"","child_sex","cluster","Erc_edc_1.1.1","Erc_edc_1.1.2","Erc_edc_1.2.1","Erc_edc_1.2.2","Erc_edc_1.3.1","Erc_edc_1.3.2","Erc_edc_1.4.1","Erc_edc_1.4.2","Erc_edc_3.1.1","Erc_edc_3.1.2","Erc_edc_3.2.1","Erc_edc_3.2.2","Erc_edc_3.3.1","Erc_edc_3.3.2","Erc_edc_3.4.1","Erc_edc_3.4.2","Erc_edc_7.1.1","Erc_edc_7.1.2","Erc_edc_7.2.1","Erc_edc_7.2.2","Erc_edc_7.3.1","Erc_edc_7.3.2","Erc_edc_7.4.1","Erc_edc_7.4.2","Erc_edc_15.1.1","Erc_edc_15.1.2","Erc_edc_15.2.1","Erc_edc_15.2.2","Erc_edc_15.3.1","Erc_edc_15.3.2","Erc_edc_15.4.1","Erc_edc_15.4.2","Erc_edc_16.1.1","Erc_edc_16.1.2","Erc_edc_16.2.1","Erc_edc_16.2.2","Erc_edc_16.3.1","Erc_edc_16.3.2","Erc_edc_16.4.1","Erc_edc_16.4.2","Erc_edc_18.1.1","Erc_edc_18.1.2","Erc_edc_18.2.1","Erc_edc_18.2.2","Erc_edc_18.3.1","Erc_edc_18.3.2","Erc_edc_18.4.1","Erc_edc_18.4.2","Erc_edc_21.1.1","Erc_edc_21.1.2","Erc_edc_21.2.1","Erc_edc_21.2.2","Erc_edc_21.3.1","Erc_edc_21.3.2","Erc_edc_21.4.1","Erc_edc_21.4.2","Erc_edc_23.1.1","Erc_edc_23.1.2","Erc_edc_23.2.1","Erc_edc_23.2.2","Erc_edc_23.3.1","Erc_edc_23.3.2","Erc_edc_23.4.1","Erc_edc_23.4.2","Erc_edc_5.1.1","Erc_edc_5.1.2","Erc_edc_5.2.1","Erc_edc_5.2.2","Erc_edc_5.3.1","Erc_edc_5.3.2","Erc_edc_5.4.1","Erc_edc_5.4.2"
"86",1,10.2,3,3,3,3,4,4,3,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,3,3,3,3,3,3,1,1,1,1,3,3,3,3,4,4,4,4,4,4,4,4
"87",1,14.1,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,3,3,4,4,NA,NA,NA,NA,2,2,4,4,NA,NA,NA,NA,4,4,1,1,NA,NA,NA,NA,4,4,1,1,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,4,4,3,3
"88",1,7.2,4,4,4,4,3,3,3,3,2,2,4,4,2,2,4,4,2,2,4,4,2,2,3,3,3,3,3,3,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,4,1,1,3,3,3,3,2,2,2,2,4,4,2,2,2,2,2,2,3,3,2,2,3,3
"89",1,2.1,4,NA,4,4,4,4,NA,NA,3,NA,4,4,4,4,NA,NA,4,NA,4,4,4,4,NA,NA,4,NA,4,4,4,4,NA,NA,1,NA,1,1,1,1,NA,NA,1,NA,1,1,1,1,NA,NA,4,NA,4,4,4,4,NA,NA,3,NA,4,4,2,2,NA,NA,4,NA,1,1,2,2,NA,NA
"90",1,18.4,4,4,3,3,4,4,NA,NA,3,3,3,3,3,3,NA,NA,3,3,3,3,3,3,NA,NA,4,4,4,4,3,3,NA,NA,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,NA,NA,4,4,3,3,2,2,NA,NA,1,1,2,2,3,3,NA,NA,4,4,4,4,3,3,NA,NA
"91",2,19.3,4,4,4,4,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,2,2,4,4,NA,NA,NA,NA,4,4,2,2,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA
"92",2,16.2,4,4,4,4,2,2,4,4,4,4,4,4,3,3,3,3,4,4,4,4,3,3,4,4,3,3,4,4,3,3,4,4,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,2
"93",2,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",2,5.2,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,3
"95",2,24.1,4,4,NA,NA,4,4,NA,NA,4,4,NA,NA,4,4,NA,NA,4,4,NA,NA,4,4,NA,NA,3,3,NA,NA,4,4,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,3,3,NA,NA,4,4,NA,NA,2,2,NA,NA,3,3,NA,NA,3,3,NA,NA,3,3,NA,NA
"96",1,13.2,2,2,3,3,3,3,NA,NA,4,4,4,4,3,3,NA,NA,3,3,3,3,4,4,NA,NA,2,2,4,4,3,3,NA,NA,3,3,2,2,2,2,NA,NA,2,2,2,2,1,1,NA,NA,2,2,4,4,3,3,NA,NA,3,3,4,4,2,2,NA,NA,2,2,2,2,3,3,NA,NA
"97",2,4.1,4,4,4,4,4,4,NA,NA,3,3,4,4,4,4,NA,NA,3,3,4,4,4,4,NA,NA,3,3,4,4,3,3,NA,NA,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,NA,NA,3,3,3,3,3,3,NA,NA,2,2,3,3,4,4,NA,NA,4,4,3,3,4,4,NA,NA
"98",2,5.2,NA,NA,4,4,4,4,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,4,4,4,4,NA,NA
"99",2,21.1,4,4,4,4,2,2,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,3,4,4,3,3,4,4,4,4,4,4,1,1,4,4,2,2,1,1,1,1,1,1,2,2,1,1,3,3,4,4,2,2,4,4,4,4,3,3,1,1,1,1,3,3,4,4,4,4,4,4
"100",2,11.1,4,4,4,4,4,4,NA,NA,3,3,4,4,4,4,NA,NA,4,4,4,4,4,4,NA,NA,3,3,4,4,4,4,NA,NA,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,NA,NA,3,3,4,4,4,4,NA,NA,3,3,4,4,4,4,NA,NA,3,3,4,4,4,4,NA,NA
"101",1,10.4,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA
"102",1,13.1,3,3,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"103",2,18.2,4,4,4,4,3,3,NA,NA,3,3,3,3,3,3,NA,NA,3,3,3,3,3,3,NA,NA,3,3,4,4,4,4,NA,NA,2,2,1,1,2,2,NA,NA,1,1,1,1,1,1,NA,NA,3,3,3,3,3,3,NA,NA,3,3,3,3,3,3,NA,NA,2,2,3,3,2,2,NA,NA
"104",2,3.2,4,NA,4,4,4,4,NA,NA,4,NA,4,4,3,3,NA,NA,4,NA,4,4,3,3,NA,NA,3,NA,3,3,4,4,NA,NA,1,NA,1,1,1,1,NA,NA,1,NA,1,1,1,1,NA,NA,2,NA,3,3,3,3,NA,NA,3,NA,3,3,3,3,NA,NA,3,NA,3,3,3,3,NA,NA
"105",1,7.1,3,3,4,4,4,4,4,4,4,4,NA,NA,3,3,4,4,3,3,4,4,3,3,4,4,2,2,3,3,4,4,4,4,1,1,1,1,1,1,1,1,4,4,1,1,3,3,1,1,2,2,3,3,3,3,4,4,1,1,2,2,2,2,3,3,4,4,2,2,3,3,3,3
"106",1,7.2,4,4,NA,NA,4,4,NA,NA,2,2,NA,NA,4,4,NA,NA,2,2,NA,NA,4,4,NA,NA,3,3,NA,NA,4,4,NA,NA,1,1,NA,NA,2,2,NA,NA,2,2,NA,NA,1,1,NA,NA,1,1,NA,NA,4,4,NA,NA,2,2,NA,NA,4,4,NA,NA,2,2,NA,NA,4,4,NA,NA
"107",1,15.1,4,4,3,3,4,4,3,3,4,4,3,3,4,4,3,3,4,4,3,3,4,4,3,3,4,4,4,4,1,1,3,3,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,4,4,2,2,3,3,2,2,1,1,2,2,3,3,2,2,3,3,3,3,3,3,2,2
"108",1,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",1,5.1,4,4,NA,NA,3,3,NA,NA,3,3,NA,NA,3,3,NA,NA,2,2,NA,NA,3,3,NA,NA,2,2,NA,NA,3,3,NA,NA,1,1,NA,NA,1,1,NA,NA,2,2,NA,NA,1,1,NA,NA,1,1,NA,NA,2,2,NA,NA,2,2,NA,NA,2,2,NA,NA,3,3,NA,NA,2,2,NA,NA
"110",2,11.1,NA,NA,4,4,4,4,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,3,3,3,3,NA,NA
"111",1,10.4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,3,3,4,4,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,4,4,4,4,4,4,3,3,1,1,2,2,4,4,3,3,3,3,4,4,4,4,4,4
"112",2,18.2,4,4,NA,NA,4,4,NA,NA,3,3,NA,NA,3,3,NA,NA,3,3,NA,NA,4,4,NA,NA,3,3,NA,NA,4,4,NA,NA,2,2,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,3,3,NA,NA,2,2,NA,NA,3,3,NA,NA,3,3,NA,NA,2,2,NA,NA,3,3,NA,NA
"113",2,18.1,4,4,2,2,3,3,2,2,4,4,4,4,3,3,4,4,3,3,3,3,3,3,4,4,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,3,3,2,2,2,2,2,2,2,2,2,2,4,4,2,2,NA,NA,3,3,1,1,3,3,2,2,3,3,2,2
"114",2,18.1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,3,4,4,2,2,2,2,2,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,4,4,3,3,3,3,4,4,2,2,4,4,3,3,4,4,4,4,2,2,3,3,4,4
"115",1,3.1,4,4,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA
"116",2,14.1,NA,NA,NA,NA,4,4,3,3,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,4,4,3,3,NA,NA,NA,NA,4,4,3,3,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,1,1,2,2,NA,NA,NA,NA,4,4,3,3,NA,NA,NA,NA,4,4,2,2,NA,NA,NA,NA,4,4,3,3
"117",2,14.1,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,3,3,4,4,NA,NA,NA,NA,2,2,3,3,NA,NA,NA,NA,4,4,2,2,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,4,4,3,3
"118",2,18.4,4,4,3,3,4,4,NA,NA,3,3,3,3,3,3,NA,NA,3,3,3,3,3,3,NA,NA,3,3,4,4,3,3,NA,NA,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,NA,NA,3,3,3,3,2,2,NA,NA,1,1,2,2,3,3,NA,NA,2,2,1,1,3,3,NA,NA
"119",2,5.2,4,4,NA,NA,NA,NA,4,4,4,4,4,4,NA,NA,4,4,4,4,3,3,NA,NA,4,4,4,4,4,4,NA,NA,3,3,1,1,1,1,NA,NA,1,1,1,1,1,1,NA,NA,1,1,3,3,3,3,NA,NA,3,3,2,2,3,3,NA,NA,2,2,2,2,2,2,NA,NA,2,2
"120",1,10.1,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA
"121",2,13.2,4,4,4,4,3,3,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,3,3,3,3,4,4,3,3,3,3,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,3,3,4,4,3,3,3,3,3,3,4,4,2,2,3,3,3,3,4,4,3,3,3,3
"122",2,3.3,4,4,4,4,4,4,NA,NA,4,4,4,4,4,4,NA,NA,4,4,4,4,4,4,NA,NA,4,4,4,4,4,4,NA,NA,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,NA,NA,4,4,4,4,4,4,NA,NA,1,1,4,4,4,4,NA,NA,4,4,4,4,4,4,NA,NA
"123",1,15.1,4,4,3,3,4,4,NA,NA,4,4,3,3,3,3,NA,NA,4,4,3,3,3,3,NA,NA,3,3,4,4,4,4,NA,NA,1,1,1,1,1,1,NA,NA,2,2,1,1,1,1,NA,NA,4,4,2,2,4,4,NA,NA,1,1,3,3,4,4,NA,NA,4,4,3,3,4,4,NA,NA
"124",1,7.2,2,2,3,3,3,3,2,2,4,4,4,4,NA,NA,4,4,4,4,4,4,3,3,4,4,1,1,1,1,2,2,3,3,3,3,3,3,2,2,3,3,4,4,3,3,3,3,2,2,2,2,1,1,3,3,4,4,1,1,2,2,2,2,4,4,4,4,4,4,3,3,4,4
"125",1,1.1,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA
"126",1,7.2,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,1,1,3,3,2,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,1,1,3,3,1,1,4,4,4,4,1,1,4,4,3,3,4,4,3,3,2,2,2,2,4,4
"127",2,11.1,NA,NA,4,4,4,4,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,4,4,3,3,NA,NA,NA,NA,3,3,4,4,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,4,4,4,4,NA,NA
"128",2,10.4,4,4,4,4,4,4,NA,NA,4,4,3,3,4,4,NA,NA,4,4,3,3,4,4,NA,NA,3,3,4,4,4,4,NA,NA,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,NA,NA,4,4,4,4,4,4,NA,NA,1,1,2,2,4,4,NA,NA,4,4,4,4,4,4,NA,NA
"129",2,8.2,NA,NA,3,3,4,4,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,3,3,4,4,NA,NA,NA,NA,2,2,4,4,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,2,2,1,1,NA,NA,NA,NA,2,2,4,4,NA,NA,NA,NA,2,2,4,4,NA,NA,NA,NA,2,2,4,4,NA,NA
"130",1,13.1,3,3,2,2,3,3,3,3,4,4,3,3,4,4,4,4,4,4,3,3,4,4,4,4,3,3,2,2,2,2,3,3,1,1,3,3,1,1,1,1,2,2,3,3,2,2,1,1,2,2,2,2,4,4,4,4,3,3,2,2,3,3,4,4,2,2,2,2,4,4,4,4
"131",1,3.4,2,2,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA
"132",1,5.1,3,3,NA,NA,3,3,NA,NA,3,3,NA,NA,3,3,NA,NA,3,3,NA,NA,3,3,NA,NA,1,1,NA,NA,2,2,NA,NA,2,2,NA,NA,2,2,NA,NA,4,4,NA,NA,2,2,NA,NA,1,1,NA,NA,2,2,NA,NA,2,2,NA,NA,2,2,NA,NA,3,3,NA,NA,2,2,NA,NA
"133",2,22.2,4,4,NA,NA,3,3,NA,NA,4,4,NA,NA,3,3,NA,NA,4,4,NA,NA,3,3,NA,NA,4,4,NA,NA,3,3,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,4,4,NA,NA,3,3,NA,NA,1,1,NA,NA,3,3,NA,NA,4,4,NA,NA,3,3,NA,NA
"134",1,14.1,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA
"135",2,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",2,12.1,3,3,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,4,4,3,3,3,3,4,4,3,3,4,4,2,2,3,3,2,2,2,2,2,2
"137",2,23.1,3,3,NA,NA,2,2,4,4,2,2,NA,NA,2,2,4,4,3,3,NA,NA,3,3,4,4,2,2,NA,NA,4,4,4,4,1,1,NA,NA,2,2,1,1,1,1,NA,NA,1,1,1,1,2,2,NA,NA,2,2,3,3,1,1,NA,NA,2,2,2,2,1,1,NA,NA,2,2,2,2
"138",2,11.2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,3,3,4,4,4,4,3,3,2,2,4,4,2,2,4,4,3,3,4,4,4,4,2,2
"139",2,7.1,3,3,4,4,4,4,NA,NA,4,4,NA,NA,4,4,NA,NA,4,4,4,4,4,4,NA,NA,2,2,4,4,4,4,NA,NA,1,1,1,1,1,1,NA,NA,3,3,1,1,2,2,NA,NA,2,2,3,3,4,4,NA,NA,2,2,3,3,4,4,NA,NA,3,3,3,3,3,3,NA,NA
"140",2,5.2,4,4,4,4,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,4,4,3,3,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,3,3,4,4,NA,NA,NA,NA,1,1,4,4,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA
"141",2,20.1,NA,NA,4,4,4,4,NA,NA,NA,NA,4,4,3,3,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,2,2,1,1,NA,NA,NA,NA,2,2,1,1,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,3,3,4,4,NA,NA,NA,NA,3,3,3,3,NA,NA
"142",1,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",2,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",1,25.1,1,1,4,4,NA,NA,4,4,4,4,4,4,NA,NA,4,4,4,4,4,4,NA,NA,4,4,3,3,4,4,NA,NA,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,NA,NA,4,4,2,2,4,4,NA,NA,3,3,4,4,4,4,NA,NA,3,3
"145",2,14.1,NA,NA,NA,NA,4,4,3,3,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,4,4,2,2,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,4,4,3,3,NA,NA,NA,NA,4,4,3,3,NA,NA,NA,NA,4,4,3,3
"146",2,12.1,3,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3,3,4,4,4,4,3,3,4,4,1,1,3,3,3,3,3,3,3,3
"147",1,5.2,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA
"148",2,15.1,NA,NA,3,3,NA,NA,4,4,NA,NA,3,3,NA,NA,4,4,NA,NA,3,3,NA,NA,3,3,NA,NA,4,4,NA,NA,2,2,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,2,2,NA,NA,3,3,NA,NA,2,2,NA,NA,2,2,NA,NA,2,2,NA,NA,4,4
"149",2,13.2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,NA,NA,3,3,4,4,4,4,3,3,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,3,3,4,4,3,3,1,1,3,3,4,4,2,2,3,3,3,3,4,4,4,4,3,3
"150",2,16.1,NA,NA,4,4,4,4,4,4,NA,NA,4,4,4,4,4,4,NA,NA,4,4,4,4,4,4,NA,NA,3,3,4,4,3,3,NA,NA,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,NA,NA,3,3,4,4,4,4,NA,NA,4,4,4,4,3,3,NA,NA,3,3,4,4,3,3
"151",2,7.2,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,2,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,4,4,4,4,2,2,4,4,3,3,4,4,4,4,4,4,4,4,3,3
"152",2,10.3,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA
"153",2,2.1,4,NA,NA,NA,4,4,3,3,2,NA,NA,NA,4,4,4,4,4,NA,NA,NA,4,4,4,4,4,NA,NA,NA,4,4,2,2,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA,1,1,2,2,3,NA,NA,NA,2,2,3,3,1,NA,NA,NA,4,4,3,3,4,NA,NA,NA,4,4,4,4
"154",2,12.2,4,4,4,4,4,4,NA,NA,4,4,4,4,4,4,NA,NA,4,4,4,4,4,4,NA,NA,4,4,4,4,3,3,NA,NA,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,NA,NA,3,3,4,4,3,3,NA,NA,3,3,4,4,3,3,NA,NA,4,4,4,4,4,4,NA,NA
"155",2,16.1,4,4,4,4,4,4,NA,NA,4,4,4,4,4,4,NA,NA,4,4,4,4,4,4,NA,NA,4,4,4,4,4,4,NA,NA,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,NA,NA,3,3,3,3,3,3,NA,NA,4,4,4,4,4,4,NA,NA,3,3,3,3,2,2,NA,NA
"156",2,8.1,NA,NA,3,3,4,4,NA,NA,NA,NA,3,3,4,4,NA,NA,NA,NA,2,2,4,4,NA,NA,NA,NA,2,2,4,4,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,2,2,1,1,NA,NA,NA,NA,4,4,3,3,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,2,2,3,3,NA,NA
"157",2,21.1,3,3,2,2,2,2,NA,NA,4,4,3,3,3,3,NA,NA,3,3,3,3,3,3,NA,NA,3,3,3,3,4,4,NA,NA,1,1,2,2,3,3,NA,NA,2,2,2,2,3,3,NA,NA,3,3,2,2,2,2,NA,NA,4,4,3,3,1,1,NA,NA,3,3,2,2,4,4,NA,NA
